vintage,months_on_books,n_loans_originated,n_active,n_defaulted_cumulative,cumulative_default_rate,marginal_default_rate,avg_pd_at_origination,avg_credit_score
2016Q3,43,1325,809,91,0.068679,0.012361,0.020226,717.0
2016Q3,44,1325,799,121,0.091321,0.037547,0.020226,717.0
2016Q3,45,1325,769,160,0.120755,0.050715,0.020226,717.0
2016Q3,46,1325,730,183,0.138113,0.031507,0.020226,717.0
2016Q3,47,1325,707,194,0.146415,0.015559,0.020226,717.0
2016Q3,48,1325,696,194,0.146415,0.0,0.020226,717.0
2016Q3,49,1325,425,194,0.146415,0.0,0.020226,717.0
2016Q3,50,1325,425,195,0.14717,0.002353,0.020226,717.0
2016Q3,51,1325,424,195,0.14717,0.0,0.020226,717.0
2016Q3,52,1325,424,195,0.14717,0.0,0.020226,717.0
2016Q3,53,1325,424,197,0.148679,0.004717,0.020226,717.0
2016Q3,54,1325,422,197,0.148679,0.0,0.020226,717.0
2016Q3,55,1325,422,197,0.148679,0.0,0.020226,717.0
2016Q3,56,1325,422,197,0.148679,0.0,0.020226,717.0
2016Q3,57,1325,422,197,0.148679,0.0,0.020226,717.0
2016Q3,58,1325,422,198,0.149434,0.00237,0.020226,717.0
2016Q3,59,1325,421,199,0.150189,0.002375,0.020226,717.0
2016Q3,60,1325,420,199,0.150189,0.0,0.020226,717.0
2016Q4,1,1427,1427,2,0.001402,0.001402,0.020313,713.7
2016Q4,2,1427,1425,5,0.003504,0.002105,0.020313,713.7
2016Q4,3,1427,1422,6,0.004205,0.000703,0.020313,713.7
2016Q4,4,1427,1421,11,0.007708,0.003519,0.020313,713.7
2016Q4,5,1427,1416,12,0.008409,0.000706,0.020313,713.7
2016Q4,6,1427,1415,12,0.008409,0.0,0.020313,713.7
2016Q4,7,1427,1415,13,0.00911,0.000707,0.020313,713.7
2016Q4,8,1427,1414,16,0.011212,0.002122,0.020313,713.7
2016Q4,9,1427,1411,23,0.016118,0.004961,0.020313,713.7
2016Q4,10,1427,1404,28,0.019622,0.003561,0.020313,713.7
2016Q4,11,1427,1399,32,0.022425,0.002859,0.020313,713.7
2016Q4,12,1427,1395,33,0.023125,0.000717,0.020313,713.7
2016Q4,13,1427,1320,34,0.023826,0.000758,0.020313,713.7
2016Q4,14,1427,1319,34,0.023826,0.0,0.020313,713.7
2016Q4,15,1427,1319,34,0.023826,0.0,0.020313,713.7
2016Q4,16,1427,1319,36,0.025228,0.001516,0.020313,713.7
2016Q4,17,1427,1317,38,0.026629,0.001519,0.020313,713.7
2016Q4,18,1427,1315,40,0.028031,0.001521,0.020313,713.7
2016Q4,19,1427,1313,43,0.030133,0.002285,0.020313,713.7
2016Q4,20,1427,1310,45,0.031535,0.001527,0.020313,713.7
2016Q4,21,1427,1308,48,0.033637,0.002294,0.020313,713.7
2016Q4,22,1427,1305,51,0.035739,0.002299,0.020313,713.7
2016Q4,23,1427,1302,52,0.03644,0.000768,0.020313,713.7
2016Q4,24,1427,1301,54,0.037842,0.001537,0.020313,713.7
2016Q4,25,1427,1167,56,0.039243,0.001714,0.020313,713.7
2016Q4,26,1427,1165,59,0.041345,0.002575,0.020313,713.7
2016Q4,27,1427,1162,61,0.042747,0.001721,0.020313,713.7
2016Q4,28,1427,1160,62,0.043448,0.000862,0.020313,713.7
2016Q4,29,1427,1159,62,0.043448,0.0,0.020313,713.7
2016Q4,30,1427,1159,63,0.044149,0.000863,0.020313,713.7
2016Q4,31,1427,1158,63,0.044149,0.0,0.020313,713.7
2016Q4,32,1427,1158,64,0.044849,0.000864,0.020313,713.7
2016Q4,33,1427,1157,67,0.046952,0.002593,0.020313,713.7
2016Q4,34,1427,1154,71,0.049755,0.003466,0.020313,713.7
2016Q4,35,1427,1150,71,0.049755,0.0,0.020313,713.7
2016Q4,36,1427,1150,76,0.053259,0.004348,0.020313,713.7
2016Q4,37,1427,889,77,0.053959,0.001125,0.020313,713.7
2016Q4,38,1427,888,77,0.053959,0.0,0.020313,713.7
2016Q4,39,1427,888,78,0.05466,0.001126,0.020313,713.7
2016Q4,40,1427,887,91,0.06377,0.014656,0.020313,713.7
2016Q4,41,1427,874,122,0.085494,0.035469,0.020313,713.7
2016Q4,42,1427,843,171,0.119832,0.058126,0.020313,713.7
2016Q4,43,1427,794,192,0.134548,0.026448,0.020313,713.7
2016Q4,44,1427,773,200,0.140154,0.010349,0.020313,713.7
2016Q4,45,1427,765,201,0.140855,0.001307,0.020313,713.7
2016Q4,46,1427,764,202,0.141556,0.001309,0.020313,713.7
2016Q4,47,1427,763,204,0.142957,0.002621,0.020313,713.7
2016Q4,48,1427,761,205,0.143658,0.001314,0.020313,713.7
2016Q4,49,1427,455,205,0.143658,0.0,0.020313,713.7
2016Q4,50,1427,455,207,0.14506,0.004396,0.020313,713.7
2016Q4,51,1427,453,207,0.14506,0.0,0.020313,713.7
2016Q4,52,1427,453,208,0.14576,0.002208,0.020313,713.7
2016Q4,53,1427,452,209,0.146461,0.002212,0.020313,713.7
2016Q4,54,1427,451,211,0.147863,0.004435,0.020313,713.7
2016Q4,55,1427,449,212,0.148563,0.002227,0.020313,713.7
2016Q4,56,1427,448,212,0.148563,0.0,0.020313,713.7
2016Q4,57,1427,448,212,0.148563,0.0,0.020313,713.7
2016Q4,58,1427,448,212,0.148563,0.0,0.020313,713.7
2016Q4,59,1427,448,212,0.148563,0.0,0.020313,713.7
2016Q4,60,1427,448,212,0.148563,0.0,0.020313,713.7
2017Q1,1,1432,1432,5,0.003492,0.003492,0.023273,713.3
2017Q1,2,1432,1427,11,0.007682,0.004205,0.023273,713.3
2017Q1,3,1432,1421,15,0.010475,0.002815,0.023273,713.3
2017Q1,4,1432,1417,15,0.010475,0.0,0.023273,713.3
2017Q1,5,1432,1417,17,0.011872,0.001411,0.023273,713.3
2017Q1,6,1432,1415,21,0.014665,0.002827,0.023273,713.3
2017Q1,7,1432,1411,23,0.016061,0.001417,0.023273,713.3
2017Q1,8,1432,1409,25,0.017458,0.001419,0.023273,713.3
2017Q1,9,1432,1407,28,0.019553,0.002132,0.023273,713.3
2017Q1,10,1432,1404,31,0.021648,0.002137,0.023273,713.3
2017Q1,11,1432,1401,38,0.026536,0.004996,0.023273,713.3
2017Q1,12,1432,1394,41,0.028631,0.002152,0.023273,713.3
2017Q1,13,1432,1329,45,0.031425,0.00301,0.023273,713.3
2017Q1,14,1432,1325,47,0.032821,0.001509,0.023273,713.3
2017Q1,15,1432,1323,51,0.035615,0.003023,0.023273,713.3
2017Q1,16,1432,1319,52,0.036313,0.000758,0.023273,713.3
2017Q1,17,1432,1318,57,0.039804,0.003794,0.023273,713.3
2017Q1,18,1432,1313,62,0.043296,0.003808,0.023273,713.3
2017Q1,19,1432,1308,63,0.043994,0.000765,0.023273,713.3
2017Q1,20,1432,1307,64,0.044693,0.000765,0.023273,713.3
2017Q1,21,1432,1306,67,0.046788,0.002297,0.023273,713.3
2017Q1,22,1432,1303,69,0.048184,0.001535,0.023273,713.3
2017Q1,23,1432,1301,71,0.049581,0.001537,0.023273,713.3
2017Q1,24,1432,1299,74,0.051676,0.002309,0.023273,713.3
2017Q1,25,1432,1162,74,0.051676,0.0,0.023273,713.3
2017Q1,26,1432,1162,75,0.052374,0.000861,0.023273,713.3
2017Q1,27,1432,1161,76,0.053073,0.000861,0.023273,713.3
2017Q1,28,1432,1160,77,0.053771,0.000862,0.023273,713.3
2017Q1,29,1432,1159,81,0.056564,0.003451,0.023273,713.3
2017Q1,30,1432,1155,82,0.057263,0.000866,0.023273,713.3
2017Q1,31,1432,1154,82,0.057263,0.0,0.023273,713.3
2017Q1,32,1432,1154,83,0.057961,0.000867,0.023273,713.3
2017Q1,33,1432,1153,84,0.058659,0.000867,0.023273,713.3
2017Q1,34,1432,1152,87,0.060754,0.002604,0.023273,713.3
2017Q1,35,1432,1149,90,0.062849,0.002611,0.023273,713.3
2017Q1,36,1432,1146,91,0.063547,0.000873,0.023273,713.3
2017Q1,37,1432,885,101,0.070531,0.011299,0.023273,713.3
2017Q1,38,1432,875,141,0.098464,0.045714,0.023273,713.3
2017Q1,39,1432,835,185,0.12919,0.052695,0.023273,713.3
2017Q1,40,1432,791,213,0.148743,0.035398,0.023273,713.3
2017Q1,41,1432,763,226,0.157821,0.017038,0.023273,713.3
2017Q1,42,1432,750,227,0.15852,0.001333,0.023273,713.3
2017Q1,43,1432,749,227,0.15852,0.0,0.023273,713.3
2017Q1,44,1432,749,227,0.15852,0.0,0.023273,713.3
2017Q1,45,1432,749,228,0.159218,0.001335,0.023273,713.3
2017Q1,46,1432,748,228,0.159218,0.0,0.023273,713.3
2017Q1,47,1432,748,230,0.160615,0.002674,0.023273,713.3
2017Q1,48,1432,746,230,0.160615,0.0,0.023273,713.3
2017Q1,49,1432,464,230,0.160615,0.0,0.023273,713.3
2017Q1,50,1432,464,231,0.161313,0.002155,0.023273,713.3
2017Q1,51,1432,463,231,0.161313,0.0,0.023273,713.3
2017Q1,52,1432,463,231,0.161313,0.0,0.023273,713.3
2017Q1,53,1432,463,233,0.162709,0.00432,0.023273,713.3
2017Q1,54,1432,461,233,0.162709,0.0,0.023273,713.3
2017Q1,55,1432,461,233,0.162709,0.0,0.023273,713.3
2017Q1,56,1432,461,233,0.162709,0.0,0.023273,713.3
2017Q1,57,1432,461,234,0.163408,0.002169,0.023273,713.3
2017Q1,58,1432,460,234,0.163408,0.0,0.023273,713.3
2017Q1,59,1432,460,235,0.164106,0.002174,0.023273,713.3
2017Q1,60,1432,459,235,0.164106,0.0,0.023273,713.3
2017Q2,1,1398,1398,3,0.002146,0.002146,0.02182,714.8
2017Q2,2,1398,1395,6,0.004292,0.002151,0.02182,714.8
2017Q2,3,1398,1392,7,0.005007,0.000718,0.02182,714.8
2017Q2,4,1398,1391,11,0.007868,0.002876,0.02182,714.8
2017Q2,5,1398,1387,12,0.008584,0.000721,0.02182,714.8
2017Q2,6,1398,1386,13,0.009299,0.000722,0.02182,714.8
2017Q2,7,1398,1385,14,0.010014,0.000722,0.02182,714.8
2017Q2,8,1398,1384,18,0.012876,0.00289,0.02182,714.8
2017Q2,9,1398,1380,20,0.014306,0.001449,0.02182,714.8
2017Q2,10,1398,1378,21,0.015021,0.000726,0.02182,714.8
2017Q2,11,1398,1377,24,0.017167,0.002179,0.02182,714.8
2017Q2,12,1398,1374,26,0.018598,0.001456,0.02182,714.8
2017Q2,13,1398,1297,27,0.019313,0.000771,0.02182,714.8
2017Q2,14,1398,1296,27,0.019313,0.0,0.02182,714.8
2017Q2,15,1398,1296,29,0.020744,0.001543,0.02182,714.8
2017Q2,16,1398,1294,29,0.020744,0.0,0.02182,714.8
2017Q2,17,1398,1294,30,0.021459,0.000773,0.02182,714.8
2017Q2,18,1398,1293,32,0.02289,0.001547,0.02182,714.8
2017Q2,19,1398,1291,32,0.02289,0.0,0.02182,714.8
2017Q2,20,1398,1291,37,0.026466,0.003873,0.02182,714.8
2017Q2,21,1398,1286,37,0.026466,0.0,0.02182,714.8
2017Q2,22,1398,1286,38,0.027182,0.000778,0.02182,714.8
2017Q2,23,1398,1285,39,0.027897,0.000778,0.02182,714.8
2017Q2,24,1398,1284,40,0.028612,0.000779,0.02182,714.8
2017Q2,25,1398,1163,40,0.028612,0.0,0.02182,714.8
2017Q2,26,1398,1163,44,0.031474,0.003439,0.02182,714.8
2017Q2,27,1398,1159,47,0.033619,0.002588,0.02182,714.8
2017Q2,28,1398,1156,50,0.035765,0.002595,0.02182,714.8
2017Q2,29,1398,1153,52,0.037196,0.001735,0.02182,714.8
2017Q2,30,1398,1151,52,0.037196,0.0,0.02182,714.8
2017Q2,31,1398,1151,53,0.037911,0.000869,0.02182,714.8
2017Q2,32,1398,1150,53,0.037911,0.0,0.02182,714.8
2017Q2,33,1398,1150,57,0.040773,0.003478,0.02182,714.8
2017Q2,34,1398,1146,68,0.048641,0.009599,0.02182,714.8
2017Q2,35,1398,1135,112,0.080114,0.038767,0.02182,714.8
2017Q2,36,1398,1091,176,0.125894,0.058662,0.02182,714.8
2017Q2,37,1398,804,202,0.144492,0.032338,0.02182,714.8
2017Q2,38,1398,778,219,0.156652,0.021851,0.02182,714.8
2017Q2,39,1398,761,219,0.156652,0.0,0.02182,714.8
2017Q2,40,1398,761,221,0.158083,0.002628,0.02182,714.8
2017Q2,41,1398,759,222,0.158798,0.001318,0.02182,714.8
2017Q2,42,1398,758,224,0.160229,0.002639,0.02182,714.8
2017Q2,43,1398,756,225,0.160944,0.001323,0.02182,714.8
2017Q2,44,1398,755,226,0.16166,0.001325,0.02182,714.8
2017Q2,45,1398,754,226,0.16166,0.0,0.02182,714.8
2017Q2,46,1398,754,226,0.16166,0.0,0.02182,714.8
2017Q2,47,1398,754,227,0.162375,0.001326,0.02182,714.8
2017Q2,48,1398,753,230,0.164521,0.003984,0.02182,714.8
2017Q2,49,1398,487,230,0.164521,0.0,0.02182,714.8
2017Q2,50,1398,487,231,0.165236,0.002053,0.02182,714.8
2017Q2,51,1398,486,232,0.165951,0.002058,0.02182,714.8
2017Q2,52,1398,485,233,0.166667,0.002062,0.02182,714.8
2017Q2,53,1398,484,234,0.167382,0.002066,0.02182,714.8
2017Q2,54,1398,483,235,0.168097,0.00207,0.02182,714.8
2017Q2,55,1398,482,236,0.168813,0.002075,0.02182,714.8
2017Q2,56,1398,481,237,0.169528,0.002079,0.02182,714.8
2017Q2,57,1398,480,237,0.169528,0.0,0.02182,714.8
2017Q2,58,1398,480,238,0.170243,0.002083,0.02182,714.8
2017Q2,59,1398,479,240,0.171674,0.004175,0.02182,714.8
2017Q2,60,1398,477,241,0.172389,0.002096,0.02182,714.8
2017Q3,1,1382,1382,3,0.002171,0.002171,0.01979,717.7
2017Q3,2,1382,1379,7,0.005065,0.002901,0.01979,717.7
2017Q3,3,1382,1375,10,0.007236,0.002182,0.01979,717.7
2017Q3,4,1382,1372,12,0.008683,0.001458,0.01979,717.7
2017Q3,5,1382,1370,15,0.010854,0.00219,0.01979,717.7
2017Q3,6,1382,1367,19,0.013748,0.002926,0.01979,717.7
2017Q3,7,1382,1363,23,0.016643,0.002935,0.01979,717.7
2017Q3,8,1382,1359,25,0.01809,0.001472,0.01979,717.7
2017Q3,9,1382,1357,26,0.018813,0.000737,0.01979,717.7
2017Q3,10,1382,1356,26,0.018813,0.0,0.01979,717.7
2017Q3,11,1382,1356,30,0.021708,0.00295,0.01979,717.7
2017Q3,12,1382,1352,34,0.024602,0.002959,0.01979,717.7
2017Q3,13,1382,1286,36,0.026049,0.001555,0.01979,717.7
2017Q3,14,1382,1284,39,0.02822,0.002336,0.01979,717.7
2017Q3,15,1382,1281,41,0.029667,0.001561,0.01979,717.7
2017Q3,16,1382,1279,43,0.031114,0.001564,0.01979,717.7
2017Q3,17,1382,1277,46,0.033285,0.002349,0.01979,717.7
2017Q3,18,1382,1274,48,0.034732,0.00157,0.01979,717.7
2017Q3,19,1382,1272,52,0.037627,0.003145,0.01979,717.7
2017Q3,20,1382,1268,55,0.039797,0.002366,0.01979,717.7
2017Q3,21,1382,1265,55,0.039797,0.0,0.01979,717.7
2017Q3,22,1382,1265,57,0.041245,0.001581,0.01979,717.7
2017Q3,23,1382,1263,58,0.041968,0.000792,0.01979,717.7
2017Q3,24,1382,1262,59,0.042692,0.000792,0.01979,717.7
2017Q3,25,1382,1133,61,0.044139,0.001765,0.01979,717.7
2017Q3,26,1382,1131,64,0.04631,0.002653,0.01979,717.7
2017Q3,27,1382,1128,65,0.047033,0.000887,0.01979,717.7
2017Q3,28,1382,1127,66,0.047757,0.000887,0.01979,717.7
2017Q3,29,1382,1126,66,0.047757,0.0,0.01979,717.7
2017Q3,30,1382,1126,67,0.04848,0.000888,0.01979,717.7
2017Q3,31,1382,1125,85,0.061505,0.016,0.01979,717.7
2017Q3,32,1382,1107,121,0.087554,0.03252,0.01979,717.7
2017Q3,33,1382,1071,195,0.1411,0.069094,0.01979,717.7
2017Q3,34,1382,997,236,0.170767,0.041123,0.01979,717.7
2017Q3,35,1382,956,255,0.184515,0.019874,0.01979,717.7
2017Q3,36,1382,937,257,0.185962,0.002134,0.01979,717.7
2017Q3,37,1382,731,257,0.185962,0.0,0.01979,717.7
2017Q3,38,1382,731,258,0.186686,0.001368,0.01979,717.7
2017Q3,39,1382,730,258,0.186686,0.0,0.01979,717.7
2017Q3,40,1382,730,260,0.188133,0.00274,0.01979,717.7
2017Q3,41,1382,728,260,0.188133,0.0,0.01979,717.7
2017Q3,42,1382,728,262,0.18958,0.002747,0.01979,717.7
2017Q3,43,1382,726,262,0.18958,0.0,0.01979,717.7
2017Q3,44,1382,726,262,0.18958,0.0,0.01979,717.7
2017Q3,45,1382,726,263,0.190304,0.001377,0.01979,717.7
2017Q3,46,1382,725,264,0.191027,0.001379,0.01979,717.7
2017Q3,47,1382,724,266,0.192475,0.002762,0.01979,717.7
2017Q3,48,1382,722,268,0.193922,0.00277,0.01979,717.7
2017Q3,49,1382,457,268,0.193922,0.0,0.01979,717.7
2017Q3,50,1382,457,269,0.194645,0.002188,0.01979,717.7
2017Q3,51,1382,456,272,0.196816,0.006579,0.01979,717.7
2017Q3,52,1382,453,274,0.198263,0.004415,0.01979,717.7
2017Q3,53,1382,451,274,0.198263,0.0,0.01979,717.7
2017Q3,54,1382,451,274,0.198263,0.0,0.01979,717.7
2017Q3,55,1382,451,275,0.198987,0.002217,0.01979,717.7
2017Q3,56,1382,450,276,0.199711,0.002222,0.01979,717.7
2017Q3,57,1382,449,276,0.199711,0.0,0.01979,717.7
2017Q3,58,1382,449,276,0.199711,0.0,0.01979,717.7
2017Q3,59,1382,449,277,0.200434,0.002227,0.01979,717.7
2017Q3,60,1382,448,277,0.200434,0.0,0.01979,717.7
2017Q4,1,1375,1375,1,0.000727,0.000727,0.021052,715.9
2017Q4,2,1375,1374,4,0.002909,0.002183,0.021052,715.9
2017Q4,3,1375,1371,6,0.004364,0.001459,0.021052,715.9
2017Q4,4,1375,1369,6,0.004364,0.0,0.021052,715.9
2017Q4,5,1375,1369,8,0.005818,0.001461,0.021052,715.9
2017Q4,6,1375,1367,8,0.005818,0.0,0.021052,715.9
2017Q4,7,1375,1367,12,0.008727,0.002926,0.021052,715.9
2017Q4,8,1375,1363,14,0.010182,0.001467,0.021052,715.9
2017Q4,9,1375,1361,15,0.010909,0.000735,0.021052,715.9
2017Q4,10,1375,1360,18,0.013091,0.002206,0.021052,715.9
2017Q4,11,1375,1357,20,0.014545,0.001474,0.021052,715.9
2017Q4,12,1375,1355,21,0.015273,0.000738,0.021052,715.9
2017Q4,13,1375,1289,23,0.016727,0.001552,0.021052,715.9
2017Q4,14,1375,1287,24,0.017455,0.000777,0.021052,715.9
2017Q4,15,1375,1286,28,0.020364,0.00311,0.021052,715.9
2017Q4,16,1375,1282,29,0.021091,0.00078,0.021052,715.9
2017Q4,17,1375,1281,33,0.024,0.003123,0.021052,715.9
2017Q4,18,1375,1277,36,0.026182,0.002349,0.021052,715.9
2017Q4,19,1375,1274,37,0.026909,0.000785,0.021052,715.9
2017Q4,20,1375,1273,40,0.029091,0.002357,0.021052,715.9
2017Q4,21,1375,1270,44,0.032,0.00315,0.021052,715.9
2017Q4,22,1375,1266,46,0.033455,0.00158,0.021052,715.9
2017Q4,23,1375,1264,49,0.035636,0.002373,0.021052,715.9
2017Q4,24,1375,1261,50,0.036364,0.000793,0.021052,715.9
2017Q4,25,1375,1130,51,0.037091,0.000885,0.021052,715.9
2017Q4,26,1375,1129,52,0.037818,0.000886,0.021052,715.9
2017Q4,27,1375,1128,54,0.039273,0.001773,0.021052,715.9
2017Q4,28,1375,1126,77,0.056,0.020426,0.021052,715.9
2017Q4,29,1375,1103,110,0.08,0.029918,0.021052,715.9
2017Q4,30,1375,1070,166,0.120727,0.052336,0.021052,715.9
2017Q4,31,1375,1014,203,0.147636,0.036489,0.021052,715.9
2017Q4,32,1375,977,219,0.159273,0.016377,0.021052,715.9
2017Q4,33,1375,961,219,0.159273,0.0,0.021052,715.9
2017Q4,34,1375,961,220,0.16,0.001041,0.021052,715.9
2017Q4,35,1375,960,221,0.160727,0.001042,0.021052,715.9
2017Q4,36,1375,959,224,0.162909,0.003128,0.021052,715.9
2017Q4,37,1375,738,224,0.162909,0.0,0.021052,715.9
2017Q4,38,1375,738,224,0.162909,0.0,0.021052,715.9
2017Q4,39,1375,738,227,0.165091,0.004065,0.021052,715.9
2017Q4,40,1375,735,229,0.166545,0.002721,0.021052,715.9
2017Q4,41,1375,733,233,0.169455,0.005457,0.021052,715.9
2017Q4,42,1375,729,235,0.170909,0.002743,0.021052,715.9
2017Q4,43,1375,727,236,0.171636,0.001376,0.021052,715.9
2017Q4,44,1375,726,237,0.172364,0.001377,0.021052,715.9
2017Q4,45,1375,725,237,0.172364,0.0,0.021052,715.9
2017Q4,46,1375,725,238,0.173091,0.001379,0.021052,715.9
2017Q4,47,1375,724,239,0.173818,0.001381,0.021052,715.9
2017Q4,48,1375,723,242,0.176,0.004149,0.021052,715.9
2017Q4,49,1375,458,242,0.176,0.0,0.021052,715.9
2017Q4,50,1375,458,242,0.176,0.0,0.021052,715.9
2017Q4,51,1375,458,243,0.176727,0.002183,0.021052,715.9
2017Q4,52,1375,457,244,0.177455,0.002188,0.021052,715.9
2017Q4,53,1375,456,246,0.178909,0.004386,0.021052,715.9
2017Q4,54,1375,454,247,0.179636,0.002203,0.021052,715.9
2017Q4,55,1375,453,247,0.179636,0.0,0.021052,715.9
2017Q4,56,1375,453,248,0.180364,0.002208,0.021052,715.9
2017Q4,57,1375,452,248,0.180364,0.0,0.021052,715.9
2017Q4,58,1375,452,250,0.181818,0.004425,0.021052,715.9
2017Q4,59,1375,450,251,0.182545,0.002222,0.021052,715.9
2017Q4,60,1375,449,251,0.182545,0.0,0.021052,715.9
2018Q1,1,1427,1427,2,0.001402,0.001402,0.021374,715.0
2018Q1,2,1427,1425,6,0.004205,0.002807,0.021374,715.0
2018Q1,3,1427,1421,11,0.007708,0.003519,0.021374,715.0
2018Q1,4,1427,1416,11,0.007708,0.0,0.021374,715.0
2018Q1,5,1427,1416,14,0.009811,0.002119,0.021374,715.0
2018Q1,6,1427,1413,17,0.011913,0.002123,0.021374,715.0
2018Q1,7,1427,1410,21,0.014716,0.002837,0.021374,715.0
2018Q1,8,1427,1406,24,0.016819,0.002134,0.021374,715.0
2018Q1,9,1427,1403,24,0.016819,0.0,0.021374,715.0
2018Q1,10,1427,1403,27,0.018921,0.002138,0.021374,715.0
2018Q1,11,1427,1400,28,0.019622,0.000714,0.021374,715.0
2018Q1,12,1427,1399,31,0.021724,0.002144,0.021374,715.0
2018Q1,13,1427,1335,35,0.024527,0.002996,0.021374,715.0
2018Q1,14,1427,1331,36,0.025228,0.000751,0.021374,715.0
2018Q1,15,1427,1330,39,0.02733,0.002256,0.021374,715.0
2018Q1,16,1427,1327,40,0.028031,0.000754,0.021374,715.0
2018Q1,17,1427,1326,41,0.028732,0.000754,0.021374,715.0
2018Q1,18,1427,1325,43,0.030133,0.001509,0.021374,715.0
2018Q1,19,1427,1323,45,0.031535,0.001512,0.021374,715.0
2018Q1,20,1427,1321,46,0.032235,0.000757,0.021374,715.0
2018Q1,21,1427,1320,49,0.034338,0.002273,0.021374,715.0
2018Q1,22,1427,1317,52,0.03644,0.002278,0.021374,715.0
2018Q1,23,1427,1314,54,0.037842,0.001522,0.021374,715.0
2018Q1,24,1427,1312,55,0.038542,0.000762,0.021374,715.0
2018Q1,25,1427,1191,77,0.053959,0.018472,0.021374,715.0
2018Q1,26,1427,1169,121,0.084793,0.037639,0.021374,715.0
2018Q1,27,1427,1125,180,0.126139,0.052444,0.021374,715.0
2018Q1,28,1427,1066,208,0.14576,0.026266,0.021374,715.0
2018Q1,29,1427,1038,221,0.15487,0.012524,0.021374,715.0
2018Q1,30,1427,1025,224,0.156973,0.002927,0.021374,715.0
2018Q1,31,1427,1022,225,0.157673,0.000978,0.021374,715.0
2018Q1,32,1427,1021,228,0.159776,0.002938,0.021374,715.0
2018Q1,33,1427,1018,229,0.160477,0.000982,0.021374,715.0
2018Q1,34,1427,1017,229,0.160477,0.0,0.021374,715.0
2018Q1,35,1427,1017,230,0.161177,0.000983,0.021374,715.0
2018Q1,36,1427,1016,230,0.161177,0.0,0.021374,715.0
2018Q1,37,1427,760,230,0.161177,0.0,0.021374,715.0
2018Q1,38,1427,760,232,0.162579,0.002632,0.021374,715.0
2018Q1,39,1427,758,233,0.16328,0.001319,0.021374,715.0
2018Q1,40,1427,757,235,0.164681,0.002642,0.021374,715.0
2018Q1,41,1427,755,238,0.166783,0.003974,0.021374,715.0
2018Q1,42,1427,752,238,0.166783,0.0,0.021374,715.0
2018Q1,43,1427,752,238,0.166783,0.0,0.021374,715.0
2018Q1,44,1427,752,240,0.168185,0.00266,0.021374,715.0
2018Q1,45,1427,750,241,0.168886,0.001333,0.021374,715.0
2018Q1,46,1427,749,244,0.170988,0.004005,0.021374,715.0
2018Q1,47,1427,746,246,0.17239,0.002681,0.021374,715.0
2018Q1,48,1427,744,248,0.173791,0.002688,0.021374,715.0
2018Q1,49,1427,469,249,0.174492,0.002132,0.021374,715.0
2018Q1,50,1427,468,250,0.175193,0.002137,0.021374,715.0
2018Q1,51,1427,467,251,0.175893,0.002141,0.021374,715.0
2018Q1,52,1427,466,253,0.177295,0.004292,0.021374,715.0
2018Q1,53,1427,464,253,0.177295,0.0,0.021374,715.0
2018Q1,54,1427,464,254,0.177996,0.002155,0.021374,715.0
2018Q1,55,1427,463,255,0.178697,0.00216,0.021374,715.0
2018Q1,56,1427,462,257,0.180098,0.004329,0.021374,715.0
2018Q1,57,1427,460,257,0.180098,0.0,0.021374,715.0
2018Q1,58,1427,460,258,0.180799,0.002174,0.021374,715.0
2018Q1,59,1427,459,258,0.180799,0.0,0.021374,715.0
2018Q1,60,1427,459,258,0.180799,0.0,0.021374,715.0
2018Q2,1,1281,1281,1,0.000781,0.000781,0.021593,716.2
2018Q2,2,1281,1280,3,0.002342,0.001563,0.021593,716.2
2018Q2,3,1281,1278,6,0.004684,0.002347,0.021593,716.2
2018Q2,4,1281,1275,7,0.005464,0.000784,0.021593,716.2
2018Q2,5,1281,1274,13,0.010148,0.00471,0.021593,716.2
2018Q2,6,1281,1268,15,0.01171,0.001577,0.021593,716.2
2018Q2,7,1281,1266,19,0.014832,0.00316,0.021593,716.2
2018Q2,8,1281,1262,20,0.015613,0.000792,0.021593,716.2
2018Q2,9,1281,1261,21,0.016393,0.000793,0.021593,716.2
2018Q2,10,1281,1260,23,0.017955,0.001587,0.021593,716.2
2018Q2,11,1281,1258,28,0.021858,0.003975,0.021593,716.2
2018Q2,12,1281,1253,31,0.0242,0.002394,0.021593,716.2
2018Q2,13,1281,1184,34,0.026542,0.002534,0.021593,716.2
2018Q2,14,1281,1181,38,0.029664,0.003387,0.021593,716.2
2018Q2,15,1281,1177,42,0.032787,0.003398,0.021593,716.2
2018Q2,16,1281,1173,43,0.033568,0.000853,0.021593,716.2
2018Q2,17,1281,1172,44,0.034348,0.000853,0.021593,716.2
2018Q2,18,1281,1171,45,0.035129,0.000854,0.021593,716.2
2018Q2,19,1281,1170,46,0.035909,0.000855,0.021593,716.2
2018Q2,20,1281,1169,49,0.038251,0.002566,0.021593,716.2
2018Q2,21,1281,1166,50,0.039032,0.000858,0.021593,716.2
2018Q2,22,1281,1165,71,0.055425,0.018026,0.021593,716.2
2018Q2,23,1281,1144,112,0.087432,0.035839,0.021593,716.2
2018Q2,24,1281,1103,172,0.13427,0.054397,0.021593,716.2
2018Q2,25,1281,934,210,0.163934,0.040685,0.021593,716.2
2018Q2,26,1281,896,223,0.174083,0.014509,0.021593,716.2
2018Q2,27,1281,883,226,0.176425,0.003398,0.021593,716.2
