issuer_id,sector,year,from_rating,to_rating,upgraded,downgraded,defaulted,notches_moved
I01228,Financials,2016,AA,AA,0,0,0,0
I01229,Technology,2016,BBB,BBB,0,0,0,0
I01230,Healthcare,2016,BBB,A,1,0,0,-1
I01231,Energy,2016,B,B,0,0,0,0
I01233,Utilities,2016,BBB,BBB,0,0,0,0
I01234,Real_Estate,2016,CCC,CCC,0,0,0,0
I01235,Real_Estate,2016,B,B,0,0,0,0
I01236,Telecom,2016,BBB,BBB,0,0,0,0
I01238,Retail,2016,BBB,BBB,0,0,0,0
I01239,Energy,2016,BB,BB,0,0,0,0
I01240,Energy,2016,B,B,0,0,0,0
I01241,Healthcare,2016,BBB,BBB,0,0,0,0
I01242,Retail,2016,BBB,BBB,0,0,0,0
I01243,Consumer,2016,A,A,0,0,0,0
I01244,Telecom,2016,B,B,0,0,0,0
I01245,Retail,2016,A,A,0,0,0,0
I01246,Retail,2016,BBB,B,0,1,0,2
I01247,Retail,2016,AA,AA,0,0,0,0
I01248,Healthcare,2016,BB,BB,0,0,0,0
I01249,Energy,2016,BB,BB,0,0,0,0
I01250,Utilities,2016,CCC,D,0,0,1,1
I01251,Utilities,2016,BB,BB,0,0,0,0
I01252,Retail,2016,BB,BB,0,0,0,0
I01253,Industrials,2016,AAA,AAA,0,0,0,0
I01254,Telecom,2016,BB,BB,0,0,0,0
I01255,Real_Estate,2016,BBB,BBB,0,0,0,0
I01256,Retail,2016,BBB,BBB,0,0,0,0
I01257,Energy,2016,A,A,0,0,0,0
I01258,Industrials,2016,A,A,0,0,0,0
I01259,Energy,2016,BBB,A,1,0,0,-1
I01260,Industrials,2016,AAA,AAA,0,0,0,0
I01261,Telecom,2016,BB,BB,0,0,0,0
I01262,Industrials,2016,BBB,BBB,0,0,0,0
I01263,Consumer,2016,BB,BB,0,0,0,0
I01264,Energy,2016,B,B,0,0,0,0
I01265,Telecom,2016,AA,AA,0,0,0,0
I01266,Utilities,2016,AAA,AAA,0,0,0,0
I01267,Real_Estate,2016,B,B,0,0,0,0
I01268,Energy,2016,B,B,0,0,0,0
I01269,Consumer,2016,BB,BB,0,0,0,0
I01270,Energy,2016,BBB,BBB,0,0,0,0
I01271,Healthcare,2016,A,A,0,0,0,0
I01272,Telecom,2016,BB,BBB,1,0,0,-1
I01273,Healthcare,2016,A,A,0,0,0,0
I01274,Healthcare,2016,A,AA,1,0,0,-1
I01275,Utilities,2016,A,A,0,0,0,0
I01276,Utilities,2016,A,A,0,0,0,0
I01277,Retail,2016,B,CCC,0,1,0,1
I01278,Healthcare,2016,BB,BB,0,0,0,0
I01279,Financials,2016,BBB,BBB,0,0,0,0
I01280,Industrials,2016,B,B,0,0,0,0
I01281,Healthcare,2016,AA,AA,0,0,0,0
I01282,Retail,2016,BB,BB,0,0,0,0
I01283,Telecom,2016,A,A,0,0,0,0
I01284,Technology,2016,BB,B,0,1,0,1
I01285,Retail,2016,B,B,0,0,0,0
I01286,Telecom,2016,A,A,0,0,0,0
I01287,Financials,2016,A,A,0,0,0,0
I01288,Financials,2016,A,A,0,0,0,0
I01289,Industrials,2016,A,A,0,0,0,0
I01290,Retail,2016,B,B,0,0,0,0
I01291,Financials,2016,A,A,0,0,0,0
I01292,Utilities,2016,BB,BB,0,0,0,0
I01294,Telecom,2016,B,B,0,0,0,0
I01295,Healthcare,2016,A,A,0,0,0,0
I01296,Telecom,2016,BB,BB,0,0,0,0
I01297,Retail,2016,AA,AA,0,0,0,0
I01298,Telecom,2016,A,A,0,0,0,0
I01299,Healthcare,2016,A,AA,1,0,0,-1
I01301,Telecom,2016,B,BB,1,0,0,-1
I01302,Consumer,2016,CCC,CCC,0,0,0,0
I01303,Technology,2016,BBB,BBB,0,0,0,0
I01304,Telecom,2016,BB,BB,0,0,0,0
I01305,Retail,2016,BB,BB,0,0,0,0
I01306,Industrials,2016,BB,BB,0,0,0,0
I01307,Real_Estate,2016,AA,AA,0,0,0,0
I01308,Financials,2016,BBB,BBB,0,0,0,0
I01309,Technology,2016,B,B,0,0,0,0
I01310,Industrials,2016,BBB,BBB,0,0,0,0
I01311,Telecom,2016,A,A,0,0,0,0
I01312,Consumer,2016,BB,BBB,1,0,0,-1
I01313,Consumer,2016,BBB,BBB,0,0,0,0
I01314,Industrials,2016,BBB,BBB,0,0,0,0
I01315,Energy,2016,BBB,BBB,0,0,0,0
I01316,Financials,2016,B,B,0,0,0,0
I01317,Consumer,2016,BB,B,0,1,0,1
I01319,Retail,2016,B,B,0,0,0,0
I01320,Healthcare,2016,BB,BB,0,0,0,0
I01321,Healthcare,2016,AAA,AAA,0,0,0,0
I01322,Real_Estate,2016,CCC,D,0,0,1,1
I01323,Consumer,2016,AA,AA,0,0,0,0
I01324,Real_Estate,2016,A,A,0,0,0,0
I01325,Real_Estate,2016,CCC,D,0,0,1,1
I01326,Retail,2016,B,B,0,0,0,0
I01327,Utilities,2016,BBB,BBB,0,0,0,0
I01328,Technology,2016,A,A,0,0,0,0
I01329,Industrials,2016,BBB,BBB,0,0,0,0
I01330,Telecom,2016,A,A,0,0,0,0
I01331,Healthcare,2016,BBB,BBB,0,0,0,0
I01332,Utilities,2016,CCC,D,0,0,1,1
I01333,Healthcare,2016,B,B,0,0,0,0
I01334,Retail,2016,BBB,BBB,0,0,0,0
I01335,Telecom,2016,A,A,0,0,0,0
I01336,Real_Estate,2016,B,B,0,0,0,0
I01337,Telecom,2016,AAA,AAA,0,0,0,0
I01338,Healthcare,2016,BB,BB,0,0,0,0
I01339,Industrials,2016,A,A,0,0,0,0
I01340,Energy,2016,BB,BB,0,0,0,0
I01342,Energy,2016,BBB,BBB,0,0,0,0
I01343,Healthcare,2016,BB,D,0,0,1,3
I01344,Telecom,2016,AAA,AAA,0,0,0,0
I01345,Telecom,2016,BBB,BBB,0,0,0,0
I01346,Consumer,2016,B,B,0,0,0,0
I01347,Technology,2016,B,BB,1,0,0,-1
I01348,Energy,2016,BBB,BBB,0,0,0,0
I01349,Technology,2016,BBB,BBB,0,0,0,0
I01350,Industrials,2016,B,B,0,0,0,0
I01351,Financials,2016,A,A,0,0,0,0
I01352,Real_Estate,2016,BB,A,1,0,0,-2
I01353,Healthcare,2016,BBB,BBB,0,0,0,0
I01354,Telecom,2016,A,A,0,0,0,0
I01355,Technology,2016,B,D,0,0,1,2
I01356,Utilities,2016,BB,A,1,0,0,-2
I01357,Financials,2016,BBB,BB,0,1,0,1
I01358,Technology,2016,BBB,BBB,0,0,0,0
I01360,Healthcare,2016,CCC,CCC,0,0,0,0
I01361,Consumer,2016,CCC,D,0,0,1,1
I01362,Energy,2016,A,A,0,0,0,0
I01363,Financials,2016,BBB,BBB,0,0,0,0
I01364,Real_Estate,2016,AA,AA,0,0,0,0
I01365,Financials,2016,BBB,BBB,0,0,0,0
I01366,Consumer,2016,BB,BB,0,0,0,0
I01367,Energy,2016,CCC,CCC,0,0,0,0
I01368,Retail,2016,BBB,BBB,0,0,0,0
I01369,Healthcare,2016,BB,BB,0,0,0,0
I01370,Energy,2016,B,B,0,0,0,0
I01372,Utilities,2016,A,A,0,0,0,0
I01373,Consumer,2016,BB,B,0,1,0,1
I01374,Technology,2016,A,A,0,0,0,0
I01375,Utilities,2016,BB,BBB,1,0,0,-1
I01376,Real_Estate,2016,BBB,BBB,0,0,0,0
I01377,Industrials,2016,AA,AA,0,0,0,0
I01378,Healthcare,2016,CCC,D,0,0,1,1
I01379,Retail,2016,A,A,0,0,0,0
I01380,Energy,2016,BB,BB,0,0,0,0
I01381,Healthcare,2016,BBB,BB,0,1,0,1
I01382,Industrials,2016,A,A,0,0,0,0
I01383,Consumer,2016,BBB,BBB,0,0,0,0
I01384,Energy,2016,AA,AA,0,0,0,0
I01385,Technology,2016,BB,BB,0,0,0,0
I01386,Healthcare,2016,BB,BB,0,0,0,0
I01387,Retail,2016,BB,BB,0,0,0,0
I01388,Telecom,2016,A,A,0,0,0,0
I01389,Utilities,2016,CCC,CCC,0,0,0,0
I01390,Real_Estate,2016,BB,BB,0,0,0,0
I01391,Technology,2016,BB,BB,0,0,0,0
I01392,Real_Estate,2016,AAA,AAA,0,0,0,0
I01393,Industrials,2016,A,A,0,0,0,0
I01394,Industrials,2016,A,A,0,0,0,0
I01395,Telecom,2016,A,A,0,0,0,0
I01396,Financials,2016,AA,AA,0,0,0,0
I01397,Healthcare,2016,BB,BB,0,0,0,0
I01398,Telecom,2016,BBB,BBB,0,0,0,0
I01399,Real_Estate,2016,A,A,0,0,0,0
I01400,Retail,2016,AAA,AAA,0,0,0,0
I01401,Technology,2016,BBB,BBB,0,0,0,0
I01402,Industrials,2016,BBB,BBB,0,0,0,0
I01403,Telecom,2016,AA,AA,0,0,0,0
I01404,Industrials,2016,BBB,BBB,0,0,0,0
I01405,Utilities,2016,BB,BB,0,0,0,0
I01406,Real_Estate,2016,BB,BB,0,0,0,0
I01407,Financials,2016,BB,BB,0,0,0,0
I01408,Healthcare,2016,B,B,0,0,0,0
I01409,Industrials,2016,B,B,0,0,0,0
I01410,Technology,2016,BBB,BBB,0,0,0,0
I01411,Energy,2016,A,A,0,0,0,0
I01412,Industrials,2016,BB,BB,0,0,0,0
I01413,Real_Estate,2016,BB,BB,0,0,0,0
I01414,Consumer,2016,BBB,BB,0,1,0,1
I01415,Technology,2016,BBB,BBB,0,0,0,0
I01416,Healthcare,2016,BBB,BBB,0,0,0,0
I01417,Healthcare,2016,A,A,0,0,0,0
I01418,Technology,2016,BB,BB,0,0,0,0
I01419,Financials,2016,AA,AA,0,0,0,0
I01420,Real_Estate,2016,B,B,0,0,0,0
I01421,Utilities,2016,BBB,BBB,0,0,0,0
I01422,Real_Estate,2016,A,BBB,0,1,0,1
I01423,Technology,2016,B,B,0,0,0,0
I01424,Utilities,2016,AA,AA,0,0,0,0
I01425,Telecom,2016,B,B,0,0,0,0
I01426,Real_Estate,2016,BBB,BBB,0,0,0,0
I01427,Utilities,2016,AA,AA,0,0,0,0
I01428,Financials,2016,AA,AA,0,0,0,0
I01430,Energy,2016,CCC,CCC,0,0,0,0
I01431,Energy,2016,BB,BB,0,0,0,0
I01432,Consumer,2016,AA,AA,0,0,0,0
I01433,Industrials,2016,B,D,0,0,1,2
I01434,Healthcare,2016,BBB,BBB,0,0,0,0
I01435,Industrials,2016,B,B,0,0,0,0
I01436,Industrials,2016,BBB,BBB,0,0,0,0
I01437,Healthcare,2016,BBB,BBB,0,0,0,0
I01438,Technology,2016,BB,A,1,0,0,-2
I01439,Energy,2016,AA,AA,0,0,0,0
I01440,Telecom,2016,BBB,BBB,0,0,0,0
I01441,Energy,2016,A,A,0,0,0,0
I01442,Energy,2016,BB,BB,0,0,0,0
I01443,Utilities,2016,A,A,0,0,0,0
I01444,Real_Estate,2016,BBB,BBB,0,0,0,0
I01445,Technology,2016,B,D,0,0,1,2
I01446,Healthcare,2016,BB,BB,0,0,0,0
I01447,Technology,2016,A,A,0,0,0,0
I01448,Retail,2016,BB,BB,0,0,0,0
I01449,Telecom,2016,BB,D,0,0,1,3
I01450,Real_Estate,2016,B,B,0,0,0,0
I01451,Telecom,2016,CCC,CCC,0,0,0,0
I01452,Energy,2016,BB,BB,0,0,0,0
I01453,Consumer,2016,A,A,0,0,0,0
I01454,Real_Estate,2016,B,CCC,0,1,0,1
I01455,Technology,2016,BBB,BBB,0,0,0,0
I01456,Telecom,2016,BBB,BBB,0,0,0,0
I01457,Industrials,2016,BBB,B,0,1,0,2
I01458,Healthcare,2016,BB,BB,0,0,0,0
I01459,Industrials,2016,A,A,0,0,0,0
I01460,Retail,2016,BB,B,0,1,0,1
I01461,Retail,2016,BB,BB,0,0,0,0
I01462,Consumer,2016,BB,BB,0,0,0,0
I01463,Real_Estate,2016,B,B,0,0,0,0
I01464,Consumer,2016,BBB,BBB,0,0,0,0
I01465,Consumer,2016,AA,AA,0,0,0,0
I01466,Real_Estate,2016,BBB,BBB,0,0,0,0
I01467,Retail,2016,B,B,0,0,0,0
I01468,Retail,2016,BB,BB,0,0,0,0
I01469,Utilities,2016,CCC,CCC,0,0,0,0
I01470,Real_Estate,2016,A,A,0,0,0,0
I01471,Energy,2016,BBB,BBB,0,0,0,0
I01472,Telecom,2016,BBB,BBB,0,0,0,0
I01473,Financials,2016,BBB,BBB,0,0,0,0
I01474,Healthcare,2016,BBB,BB,0,1,0,1
I01475,Retail,2016,A,A,0,0,0,0
I01476,Retail,2016,BBB,BBB,0,0,0,0
I01477,Industrials,2016,CCC,CCC,0,0,0,0
I01478,Retail,2016,B,B,0,0,0,0
I01479,Energy,2016,B,B,0,0,0,0
I01480,Telecom,2016,A,A,0,0,0,0
I01481,Energy,2016,BB,BB,0,0,0,0
I01482,Industrials,2016,BBB,BBB,0,0,0,0
I01483,Technology,2016,B,B,0,0,0,0
I01484,Telecom,2016,BB,BB,0,0,0,0
I01485,Utilities,2016,B,B,0,0,0,0
I01486,Industrials,2016,BBB,BBB,0,0,0,0
I01487,Energy,2016,A,A,0,0,0,0
I01488,Industrials,2016,A,A,0,0,0,0
I01489,Industrials,2016,BBB,BBB,0,0,0,0
I01490,Energy,2016,A,A,0,0,0,0
I01491,Real_Estate,2016,BB,BBB,1,0,0,-1
I01492,Real_Estate,2016,B,B,0,0,0,0
I01493,Telecom,2016,AA,AA,0,0,0,0
I01494,Financials,2016,A,BBB,0,1,0,1
I01495,Financials,2016,AAA,AA,0,1,0,1
I01496,Healthcare,2016,BBB,A,1,0,0,-1
I01497,Healthcare,2016,A,A,0,0,0,0
I01498,Real_Estate,2016,BBB,BBB,0,0,0,0
I01499,Healthcare,2016,BBB,BB,0,1,0,1
I01500,Financials,2016,BBB,BBB,0,0,0,0
I01501,Telecom,2016,BB,BB,0,0,0,0
I01502,Retail,2016,BBB,BBB,0,0,0,0
I01503,Healthcare,2016,A,A,0,0,0,0
I01504,Healthcare,2016,BB,BB,0,0,0,0
I01505,Real_Estate,2016,BBB,BBB,0,0,0,0
I01506,Financials,2016,BBB,BBB,0,0,0,0
I01507,Telecom,2016,BBB,BBB,0,0,0,0
I01508,Consumer,2016,BBB,BBB,0,0,0,0
I01509,Financials,2016,BBB,BBB,0,0,0,0
I01510,Telecom,2016,AA,AA,0,0,0,0
I01511,Utilities,2016,CCC,CCC,0,0,0,0
I01512,Utilities,2016,BB,BB,0,0,0,0
I01513,Telecom,2016,BBB,BBB,0,0,0,0
I01514,Industrials,2016,BB,BB,0,0,0,0
I01515,Healthcare,2016,A,A,0,0,0,0
I01516,Industrials,2016,BBB,BBB,0,0,0,0
I01517,Healthcare,2016,B,BB,1,0,0,-1
I01518,Energy,2016,B,B,0,0,0,0
I01519,Real_Estate,2016,BB,BB,0,0,0,0
I01520,Utilities,2016,CCC,CCC,0,0,0,0
I01521,Technology,2016,BBB,BBB,0,0,0,0
I01522,Technology,2016,BBB,BBB,0,0,0,0
I01523,Industrials,2016,B,B,0,0,0,0
I01524,Telecom,2016,A,A,0,0,0,0
I01525,Utilities,2016,BB,BB,0,0,0,0
I01526,Financials,2016,A,A,0,0,0,0
I01527,Real_Estate,2016,BB,BB,0,0,0,0
I01528,Utilities,2016,AA,AA,0,0,0,0
I01529,Telecom,2016,BBB,BBB,0,0,0,0
I01530,Healthcare,2016,A,A,0,0,0,0
I01531,Telecom,2016,CCC,CCC,0,0,0,0
I01532,Real_Estate,2016,CCC,D,0,0,1,1
I01533,Financials,2016,A,A,0,0,0,0
I01534,Energy,2016,BBB,BB,0,1,0,1
I01535,Utilities,2016,CCC,CCC,0,0,0,0
I01536,Energy,2016,BB,CCC,0,1,0,2
I01537,Healthcare,2016,A,A,0,0,0,0
I01538,Energy,2016,AA,A,0,1,0,1
I01539,Consumer,2016,BB,BB,0,0,0,0
I01540,Consumer,2016,BB,BBB,1,0,0,-1
I01541,Consumer,2016,BBB,BBB,0,0,0,0
I01542,Financials,2016,BB,BB,0,0,0,0
I01543,Industrials,2016,A,BBB,0,1,0,1
I01544,Consumer,2016,B,B,0,0,0,0
I01545,Healthcare,2016,AAA,AAA,0,0,0,0
I01547,Utilities,2016,BBB,BBB,0,0,0,0
I01548,Industrials,2016,BB,BB,0,0,0,0
I01549,Consumer,2016,BBB,BBB,0,0,0,0
I01550,Retail,2016,B,BB,1,0,0,-1
I01551,Technology,2016,A,A,0,0,0,0
I01552,Financials,2016,AA,AA,0,0,0,0
I01553,Telecom,2016,BBB,BBB,0,0,0,0
I01554,Retail,2016,CCC,CCC,0,0,0,0
I01555,Energy,2016,BB,B,0,1,0,1
I01556,Healthcare,2016,BB,BB,0,0,0,0
I01557,Real_Estate,2016,BBB,BBB,0,0,0,0
I01558,Technology,2016,BBB,BBB,0,0,0,0
I01559,Energy,2016,BB,BB,0,0,0,0
I01560,Industrials,2016,CCC,CCC,0,0,0,0
I01561,Utilities,2016,B,B,0,0,0,0
I01562,Industrials,2016,BBB,BBB,0,0,0,0
I01563,Technology,2016,BB,BB,0,0,0,0
I01564,Real_Estate,2016,BB,BB,0,0,0,0
I01565,Retail,2016,A,A,0,0,0,0
I01566,Financials,2016,B,B,0,0,0,0
I01567,Energy,2016,B,B,0,0,0,0
I01568,Technology,2016,BB,BBB,1,0,0,-1
I01569,Consumer,2016,AA,AAA,1,0,0,-1
I01571,Consumer,2016,BBB,BB,0,1,0,1
I01572,Utilities,2016,A,A,0,0,0,0
I01573,Retail,2016,AA,AA,0,0,0,0
I01574,Telecom,2016,CCC,D,0,0,1,1
I01575,Utilities,2016,A,A,0,0,0,0
I01577,Financials,2016,BB,BB,0,0,0,0
I01578,Industrials,2016,BB,BB,0,0,0,0
I01579,Industrials,2016,AA,AA,0,0,0,0
I01580,Financials,2016,A,A,0,0,0,0
I01581,Financials,2016,BB,BB,0,0,0,0
I01582,Utilities,2016,AA,AA,0,0,0,0
I01583,Industrials,2016,CCC,CCC,0,0,0,0
I01584,Technology,2016,BB,BB,0,0,0,0
I01585,Financials,2016,B,B,0,0,0,0
I01586,Utilities,2016,A,A,0,0,0,0
I01587,Healthcare,2016,BBB,BBB,0,0,0,0
I01588,Real_Estate,2016,BB,B,0,1,0,1
I01589,Telecom,2016,BB,BBB,1,0,0,-1
I01590,Telecom,2016,BBB,BBB,0,0,0,0
I01591,Financials,2016,BB,BB,0,0,0,0
I01592,Technology,2016,BBB,BBB,0,0,0,0
I01593,Utilities,2016,B,B,0,0,0,0
I01594,Real_Estate,2016,B,BB,1,0,0,-1
I01595,Energy,2016,BB,BBB,1,0,0,-1
I01596,Consumer,2016,A,A,0,0,0,0
I01597,Retail,2016,A,A,0,0,0,0
I01598,Consumer,2016,BBB,BBB,0,0,0,0
I01599,Industrials,2016,AA,AA,0,0,0,0
I01600,Retail,2016,BB,B,0,1,0,1
I01601,Financials,2016,B,B,0,0,0,0
I01602,Healthcare,2016,AAA,AAA,0,0,0,0
I01603,Healthcare,2016,AAA,AAA,0,0,0,0
I01604,Industrials,2016,BB,BB,0,0,0,0
I01605,Energy,2016,BB,BBB,1,0,0,-1
I01606,Technology,2016,A,A,0,0,0,0
I01607,Utilities,2016,A,A,0,0,0,0
I01608,Energy,2016,A,BBB,0,1,0,1
I01609,Real_Estate,2016,BB,BB,0,0,0,0
I01610,Industrials,2016,BBB,BBB,0,0,0,0
I01611,Consumer,2016,CCC,CCC,0,0,0,0
I01612,Industrials,2016,BB,BB,0,0,0,0
I01613,Industrials,2016,B,CCC,0,1,0,1
I01614,Technology,2016,BB,BB,0,0,0,0
I01615,Consumer,2016,BBB,BBB,0,0,0,0
I01616,Real_Estate,2016,B,B,0,0,0,0
I01617,Industrials,2016,BB,BB,0,0,0,0
I01618,Retail,2016,B,B,0,0,0,0
I01619,Technology,2016,BB,BBB,1,0,0,-1
I01620,Healthcare,2016,BBB,BBB,0,0,0,0
I01621,Industrials,2016,BBB,BBB,0,0,0,0
I01622,Financials,2016,B,CCC,0,1,0,1
I01623,Energy,2016,A,A,0,0,0,0
I01624,Energy,2016,BBB,BBB,0,0,0,0
I01625,Real_Estate,2016,CCC,D,0,0,1,1
I01626,Energy,2016,B,B,0,0,0,0
I01627,Financials,2016,AA,AA,0,0,0,0
I01628,Real_Estate,2016,B,B,0,0,0,0
I01629,Real_Estate,2016,AA,AA,0,0,0,0
I01630,Telecom,2016,BB,BB,0,0,0,0
I01631,Technology,2016,AAA,AAA,0,0,0,0
I01632,Healthcare,2016,CCC,BBB,1,0,0,-3
I01633,Financials,2016,BBB,BBB,0,0,0,0
I01634,Telecom,2016,BBB,BBB,0,0,0,0
I01635,Telecom,2016,B,B,0,0,0,0
I01636,Technology,2016,BB,BB,0,0,0,0
I01637,Financials,2016,BBB,BBB,0,0,0,0
I01638,Utilities,2016,BBB,BBB,0,0,0,0
I01639,Energy,2016,BBB,BBB,0,0,0,0
I01640,Technology,2016,B,CCC,0,1,0,1
I01641,Industrials,2016,BB,BBB,1,0,0,-1
I01642,Consumer,2016,A,A,0,0,0,0
I01643,Utilities,2016,BBB,BBB,0,0,0,0
I01645,Industrials,2016,BB,BB,0,0,0,0
I01646,Healthcare,2016,BBB,BBB,0,0,0,0
I01648,Retail,2016,BB,BB,0,0,0,0
I01649,Financials,2016,A,A,0,0,0,0
I01650,Technology,2016,BBB,BBB,0,0,0,0
I01651,Retail,2016,B,B,0,0,0,0
I01652,Energy,2016,A,A,0,0,0,0
I01653,Industrials,2016,BBB,BBB,0,0,0,0
I01654,Retail,2016,CCC,B,1,0,0,-1
I01656,Healthcare,2016,BB,BB,0,0,0,0
I01657,Retail,2016,B,B,0,0,0,0
I01658,Energy,2016,CCC,CCC,0,0,0,0
I01659,Technology,2016,A,A,0,0,0,0
I01660,Industrials,2016,A,A,0,0,0,0
I01661,Utilities,2016,BB,BB,0,0,0,0
I01662,Industrials,2016,B,B,0,0,0,0
I01663,Industrials,2016,BB,B,0,1,0,1
I01664,Telecom,2016,BB,B,0,1,0,1
I01665,Retail,2016,BBB,BBB,0,0,0,0
I01666,Consumer,2016,BB,BB,0,0,0,0
I01667,Healthcare,2016,BBB,BBB,0,0,0,0
I01668,Energy,2016,BB,BB,0,0,0,0
I01669,Real_Estate,2016,A,BBB,0,1,0,1
I01670,Retail,2016,A,A,0,0,0,0
I01671,Technology,2016,BBB,BBB,0,0,0,0
I01672,Consumer,2016,AA,AA,0,0,0,0
I01673,Real_Estate,2016,B,B,0,0,0,0
I01674,Utilities,2016,BB,A,1,0,0,-2
I01675,Retail,2016,BB,BB,0,0,0,0
I01676,Telecom,2016,AA,AA,0,0,0,0
I01677,Utilities,2016,BBB,BBB,0,0,0,0
I01678,Real_Estate,2016,AAA,AAA,0,0,0,0
I01679,Telecom,2016,BBB,BB,0,1,0,1
I01680,Financials,2016,BB,BB,0,0,0,0
I01681,Healthcare,2016,AA,AA,0,0,0,0
I01682,Real_Estate,2016,BB,BBB,1,0,0,-1
I01683,Technology,2016,A,A,0,0,0,0
I01684,Healthcare,2016,BB,BB,0,0,0,0
I01685,Telecom,2016,BBB,BBB,0,0,0,0
I01686,Utilities,2016,AA,AA,0,0,0,0
I01687,Real_Estate,2016,A,A,0,0,0,0
I01688,Energy,2016,A,A,0,0,0,0
I01689,Retail,2016,A,A,0,0,0,0
I01690,Energy,2016,CCC,D,0,0,1,1
I01691,Consumer,2016,A,A,0,0,0,0
I01692,Energy,2016,BBB,BBB,0,0,0,0
I01693,Healthcare,2016,AA,AA,0,0,0,0
I01694,Consumer,2016,BBB,BBB,0,0,0,0
I01695,Financials,2016,B,B,0,0,0,0
I01696,Technology,2016,A,BBB,0,1,0,1
I01697,Telecom,2016,BBB,BBB,0,0,0,0
I01698,Energy,2016,BB,BB,0,0,0,0
I01699,Retail,2016,A,A,0,0,0,0
I01700,Industrials,2016,BB,BB,0,0,0,0
I01701,Industrials,2016,A,A,0,0,0,0
I01702,Technology,2016,B,B,0,0,0,0
I01703,Energy,2016,BB,CCC,0,1,0,2
I01704,Industrials,2016,A,A,0,0,0,0
I01705,Energy,2016,A,A,0,0,0,0
I01706,Consumer,2016,BBB,BBB,0,0,0,0
I01707,Retail,2016,A,A,0,0,0,0
I01708,Consumer,2016,BBB,BBB,0,0,0,0
I01709,Technology,2016,B,B,0,0,0,0
I01710,Utilities,2016,AA,AA,0,0,0,0
I01711,Telecom,2016,B,B,0,0,0,0
I01712,Utilities,2016,BB,B,0,1,0,1
I01713,Telecom,2016,BBB,BBB,0,0,0,0
I01714,Financials,2016,AA,AA,0,0,0,0
I01715,Industrials,2016,A,A,0,0,0,0
I01716,Industrials,2016,A,A,0,0,0,0
I01717,Technology,2016,BBB,BBB,0,0,0,0
I01718,Consumer,2016,B,B,0,0,0,0
I01719,Healthcare,2016,BBB,BBB,0,0,0,0
I01720,Consumer,2016,B,D,0,0,1,2
I01721,Telecom,2016,B,B,0,0,0,0
I01722,Technology,2016,B,B,0,0,0,0
I01723,Utilities,2016,B,B,0,0,0,0
I01724,Energy,2016,BB,BBB,1,0,0,-1
I01725,Energy,2016,CCC,CCC,0,0,0,0
I01726,Financials,2016,BBB,BBB,0,0,0,0
I01727,Industrials,2016,BBB,BBB,0,0,0,0
I01728,Healthcare,2016,AA,AA,0,0,0,0
I01729,Financials,2016,BBB,BB,0,1,0,1
I01730,Technology,2016,BBB,BBB,0,0,0,0
I01731,Technology,2016,BBB,BBB,0,0,0,0
I01732,Industrials,2016,BBB,BBB,0,0,0,0
I01733,Energy,2016,BB,B,0,1,0,1
I01734,Consumer,2016,AA,AA,0,0,0,0
I01735,Retail,2016,BBB,BBB,0,0,0,0
I01736,Utilities,2016,A,A,0,0,0,0
I01737,Industrials,2016,A,A,0,0,0,0
I01738,Energy,2016,B,B,0,0,0,0
I01739,Healthcare,2016,A,BBB,0,1,0,1
I01740,Industrials,2016,AA,AA,0,0,0,0
I01741,Financials,2016,A,A,0,0,0,0
I01743,Utilities,2016,BBB,BBB,0,0,0,0
I01744,Technology,2016,BB,BB,0,0,0,0
I01745,Retail,2016,CCC,CCC,0,0,0,0
I01746,Telecom,2016,A,A,0,0,0,0
I01747,Retail,2016,B,B,0,0,0,0
I01748,Telecom,2016,AA,AA,0,0,0,0
I01749,Telecom,2016,BB,B,0,1,0,1
I01750,Utilities,2016,AA,AA,0,0,0,0
I01751,Utilities,2016,B,B,0,0,0,0
I01752,Utilities,2016,CCC,CCC,0,0,0,0
I01753,Real_Estate,2016,A,A,0,0,0,0
I01754,Technology,2016,AAA,AAA,0,0,0,0
I01755,Consumer,2016,BB,BB,0,0,0,0
I01756,Technology,2016,B,B,0,0,0,0
I01757,Financials,2016,A,A,0,0,0,0
I01758,Retail,2016,BB,BB,0,0,0,0
I01759,Financials,2016,A,A,0,0,0,0
I01760,Energy,2016,A,A,0,0,0,0
I01761,Financials,2016,BBB,BBB,0,0,0,0
I01762,Industrials,2016,BBB,BBB,0,0,0,0
I01763,Technology,2016,B,B,0,0,0,0
I01764,Retail,2016,AA,AA,0,0,0,0
I01765,Utilities,2016,BBB,A,1,0,0,-1
I01766,Telecom,2016,AA,AA,0,0,0,0
I01767,Telecom,2016,B,B,0,0,0,0
I01768,Financials,2016,BBB,BBB,0,0,0,0
I01769,Healthcare,2016,B,B,0,0,0,0
I01770,Utilities,2016,A,A,0,0,0,0
I01771,Real_Estate,2016,AA,AA,0,0,0,0
I01772,Retail,2016,BB,CCC,0,1,0,2
I01773,Retail,2016,A,A,0,0,0,0
I01774,Telecom,2016,BB,BB,0,0,0,0
I01775,Financials,2016,B,B,0,0,0,0
I01776,Retail,2016,A,A,0,0,0,0
I01777,Real_Estate,2016,B,B,0,0,0,0
I01778,Retail,2016,B,B,0,0,0,0
I01779,Utilities,2016,A,A,0,0,0,0
I01780,Industrials,2016,AA,AA,0,0,0,0
I01781,Real_Estate,2016,AA,AA,0,0,0,0
